date,home_team,away_team,home_score,away_score,tournament,neutral,home_elo,away_elo,venue_altitude_m,home_travel_km,away_travel_km,home_rest_days,away_rest_days,tournament_weight,is_world_cup,is_knockout,is_neutral,outcome,outcome_int,home_form_5,home_gf_5,home_ga_5,away_form_5,away_gf_5,away_ga_5,home_h2h_wr_5,away_h2h_wr_5,home_form_10,home_gf_10,home_ga_10,away_form_10,away_gf_10,away_ga_10,home_h2h_wr_10,away_h2h_wr_10,home_elo_pre,away_elo_pre,elo_diff,elo_home_win_prob,home_fifa_rank,away_fifa_rank,fifa_rank_diff,mkt_home_prob,mkt_draw_prob,mkt_away_prob,home_xg_per_game,away_xg_per_game,diff_xg_per_game,home_xga_per_game,away_xga_per_game,diff_xga_per_game,home_possession_pct,away_possession_pct,home_squad_avg_age,away_squad_avg_age,home_squad_market_value_meur,away_squad_market_value_meur,diff_squad_market_value_meur,home_avg_caps,away_avg_caps,diff_avg_caps,year
2000-01-10 09:37:24.872876754,Honduras,Uzbekistan,0,2,Friendly,False,1282.6,1625.0,50,293.0,1010.0,14,14,1,0,0,0,A,2,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,1282.6,1625.0,-342.4000000000001,0.12228013947680859,50,64,14,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.81,1.1,-0.29000000000000004,1.32,1.27,0.050000000000000044,49.4,53.1,26.5,30.0,55.4,129.1,-73.69999999999999,47.8,39.4,8.399999999999999,2000
2000-01-10 10:11:11.497180330,Ghana,Qatar,1,2,Friendly,False,1443.8,1236.7,50,29.0,6826.0,1,14,1,0,0,0,A,2,0.3333333333333333,1.0,1.0,0.5,1.2,1.2,0.33,0.33,0.3333333333333333,1.0,1.0,0.5,1.2,1.2,0.33,0.33,1443.8,1236.7,207.0999999999999,0.7671277689938469,37,50,13,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.99,0.79,0.19999999999999996,1.21,1.36,-0.15000000000000013,52.0,48.6,24.5,25.8,137.3,42.1,95.20000000000002,46.2,38.1,8.100000000000001,2000
2000-01-10 20:36:00.619771811,Australia,Qatar,1,0,Friendly,False,1645.3,1233.7,50,317.0,2724.0,14,0,1,0,0,0,H,0,0.5,1.2,1.2,1.0,2.0,1.0,0.33,0.33,0.5,1.2,1.2,1.0,2.0,1.0,0.33,0.33,1645.3,1233.7,411.5999999999999,0.9144608163592001,26,50,24,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.15,0.79,0.3599999999999999,1.12,1.36,-0.24,56.6,48.6,27.7,25.8,170.5,42.1,128.4,46.3,38.1,8.199999999999996,2000
2000-01-10 23:44:55.515849746,Paraguay,Uruguay,0,2,Friendly,False,1604.2,1764.5,50,135.0,1729.0,7,14,1,0,0,0,A,2,0.0,1.0,2.0,0.5,1.2,1.2,0.33,0.33,0.0,1.0,2.0,0.5,1.2,1.2,0.33,0.33,1604.2,1764.5,-160.29999999999995,0.28439566057467697,32,21,-11,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.03,1.19,-0.15999999999999992,1.14,1.01,0.1299999999999999,55.5,53.7,28.1,24.2,158.3,259.3,-101.0,38.8,52.0,-13.200000000000003,2000
2000-01-11 03:16:46.374759155,Tunisia,England,1,2,Friendly,False,1560.5,1975.6,50,75.0,4762.0,14,10,1,0,0,0,A,2,0.5,1.2,1.2,0.0,0.0,3.0,0.33,0.33,0.5,1.2,1.2,0.0,0.0,3.0,0.33,0.33,1560.5,1975.6,-415.0999999999999,0.08397629548230702,34,6,-28,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.96,1.7,-0.74,1.31,0.84,0.4700000000000001,53.2,58.4,25.4,25.9,133.5,368.2,-234.7,45.5,52.5,-7.0,2000
2000-01-11 08:53:17.174687959,Canada,Saudi Arabia,1,0,Friendly,False,1547.5,1521.7,50,153.0,11319.0,4,4,1,0,0,0,H,0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,0.33,0.33,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,0.33,0.33,1547.5,1521.7,25.799999999999955,0.5370610876025617,33,34,1,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.14,1.03,0.10999999999999988,1.13,1.19,-0.06000000000000005,54.8,52.9,27.6,26.5,162.4,97.8,64.60000000000001,52.2,37.5,14.700000000000003,2000
2000-01-12 17:01:11.563370118,Nigeria,Colombia,3,3,Friendly,False,1713.1,1841.2,50,375.0,7625.0,6,14,1,0,0,0,D,1,1.0,1.0,0.0,0.5,1.2,1.2,0.33,0.33,1.0,1.0,0.0,0.5,1.2,1.2,0.33,0.33,1713.1,1841.2,-128.10000000000014,0.3235723241283681,29,13,-16,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.14,1.26,-0.1200000000000001,1.13,1.04,0.08999999999999986,55.2,55.2,26.4,23.9,168.1,287.5,-119.4,40.3,40.8,-0.5,2000
2000-01-13 02:17:30.716026670,Japan,Cuba,6,0,Friendly,False,1781.1,1218.7,50,225.0,2060.0,14,14,1,0,0,0,H,0,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,1781.1,1218.7,562.3999999999999,0.9622189598663026,22,58,36,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.41,0.76,0.6499999999999999,1.0,1.37,-0.3700000000000001,55.5,46.0,26.9,25.3,246.7,17.5,229.2,45.1,35.8,9.300000000000004,2000
2000-01-13 05:59:00.604945107,Jordan,Croatia,0,1,Friendly,False,1478.3,1784.8,50,71.0,7395.0,6,14,1,0,0,0,A,2,0.3333333333333333,1.0,1.0,0.5,1.2,1.2,0.33,0.33,0.3333333333333333,1.0,1.0,0.5,1.2,1.2,0.33,0.33,1478.3,1784.8,-306.5,0.14624564206576188,37,9,-28,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.91,1.25,-0.33999999999999997,1.29,1.06,0.22999999999999998,51.2,54.6,26.6,26.5,87.5,290.8,-203.3,43.9,50.6,-6.700000000000003,2000
2000-01-15 22:02:55.556460285,Switzerland,Norway,1,1,Friendly,False,1701.5,1694.7,50,478.0,4121.0,10,14,1,0,0,0,D,1,1.0,4.0,2.0,0.5,1.2,1.2,0.33,0.33,1.0,4.0,2.0,0.5,1.2,1.2,0.33,0.33,1701.5,1694.7,6.7999999999999545,0.5097847372896661,23,22,-1,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.24,1.33,-0.09000000000000008,1.04,1.05,-0.010000000000000009,54.1,53.3,26.1,27.1,220.5,268.3,-47.80000000000001,46.1,42.7,3.3999999999999986,2000
2000-01-16 11:40:36.113652280,Germany,Trinidad and Tobago,0,0,Friendly,False,1857.7,1099.2,50,431.0,11873.0,14,10,1,0,0,0,D,1,0.5,1.2,1.2,0.0,0.0,2.0,0.33,0.33,0.5,1.2,1.2,0.0,0.0,2.0,0.33,0.33,1857.7,1099.2,758.5,0.987460799010948,11,54,43,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.48,0.76,0.72,0.83,1.43,-0.6,59.8,52.9,26.1,27.1,298.6,24.8,273.8,52.1,35.3,16.800000000000004,2000
2000-01-16 18:28:54.918903879,Norway,Honduras,1,0,Friendly,False,1745.5,1314.9,50,266.0,2127.0,0,6,1,0,0,0,H,0,0.3333333333333333,1.0,1.0,0.0,0.0,2.0,0.33,0.33,0.3333333333333333,1.0,1.0,0.0,0.0,2.0,0.33,0.33,1745.5,1314.9,430.5999999999999,0.9226374003123109,22,50,28,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.33,0.81,0.52,1.05,1.32,-0.27,53.3,49.4,27.1,26.5,268.3,55.4,212.9,42.7,47.8,-5.099999999999994,2000
2000-01-17 09:03:11.968531703,Morocco,Sweden,1,3,Friendly,False,1774.9,1755.8,50,155.0,6978.0,14,14,1,0,0,0,A,2,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,1774.9,1755.8,19.100000000000136,0.5274594527891246,10,25,15,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.25,0.99,0.26,1.12,1.08,0.040000000000000036,57.3,52.5,26.1,27.0,292.5,234.6,57.900000000000006,49.3,48.2,1.0999999999999943,2000
2000-01-18 19:17:07.186941036,Indonesia,Haiti,0,1,Friendly,False,1379.4,1208.6,50,488.0,3937.0,14,14,1,0,0,0,A,2,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,1379.4,1208.6,170.80000000000018,0.7277434644161371,42,50,8,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.8,0.82,-0.019999999999999907,1.34,1.32,0.020000000000000018,47.1,48.3,27.2,27.8,66.9,47.5,19.400000000000006,42.8,34.4,8.399999999999999,2000
2000-01-19 07:47:17.315396035,Austria,Germany,0,0,Friendly,False,1717.9,1870.4,50,272.0,645.0,14,2,1,0,0,0,D,1,0.5,1.2,1.2,0.3333333333333333,0.0,0.0,0.33,0.33,0.5,1.2,1.2,0.3333333333333333,0.0,0.0,0.33,0.33,1717.9,1870.4,-152.5,0.2936213181379091,8,11,3,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.26,1.48,-0.21999999999999997,1.01,0.83,0.18000000000000005,60.5,59.8,27.9,26.1,261.5,298.6,-37.10000000000002,54.6,52.1,2.5,2000
2000-01-22 05:24:43.569902930,Senegal,Brazil,0,1,Friendly,False,1761.8,1822.7,50,240.0,1565.0,14,14,1,0,0,0,A,2,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,1761.8,1822.7,-60.90000000000009,0.4132445486085895,18,10,-8,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.1,1.61,-0.51,1.1,0.75,0.3500000000000001,55.5,57.3,26.0,27.2,209.5,340.8,-131.3,55.7,55.2,0.5,2000
2000-01-22 10:44:20.750122131,South Africa,Czechia,3,0,Friendly,False,1452.0,1419.1,50,245.0,3400.0,14,14,1,0,0,0,H,0,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,0.5,1.2,1.2,0.5,1.2,1.2,0.33,0.33,1452.0,1419.1,32.90000000000009,0.5472058931252177,40,40,0,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.91,1.07,-0.16000000000000003,1.27,1.21,0.06000000000000005,50.1,52.6,24.8,25.9,100.6,108.8,-8.200000000000003,37.0,33.3,3.700000000000003,2000
2000-01-22 22:10:42.627391922,New Zealand,Curaçao,0,0,Friendly,False,1439.7,1226.3,50,308.0,10966.0,14,17,1,0,0,0,D,1,0.5,1.2,1.2,0.0,1.0,2.0,0.33,0.33,0.5,1.2,1.2,0.0,1.0,2.0,0.33,0.33,1439.7,1226.3,213.4000000000001,0.7735435200222329,46,45,-1,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.81,0.79,0.020000000000000018,1.37,1.31,0.06000000000000005,51.0,47.3,27.5,27.6,70.4,46.3,24.10000000000001,41.8,29.2,12.599999999999998,2000
2000-01-23 20:49:32.190459644,DR Congo,Uzbekistan,1,2,Friendly,False,1395.0,1581.7,50,355.0,7433.0,19,13,1,0,0,0,A,2,1.0,2.0,1.0,1.0,2.0,0.0,0.33,0.33,1.0,2.0,1.0,1.0,2.0,0.0,0.33,0.33,1395.0,1581.7,-186.70000000000005,0.25450430803895824,47,64,17,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.88,1.1,-0.22000000000000008,1.23,1.27,-0.040000000000000036,51.4,53.1,27.0,30.0,66.4,129.1,-62.69999999999999,36.9,39.4,-2.5,2000
2000-01-23 21:34:01.632968666,Nigeria,Uruguay,1,1,Friendly,False,1596.7,1742.7,50,361.0,4473.0,11,12,1,0,0,0,D,1,0.6666666666666666,2.0,1.5,1.0,2.0,0.0,0.33,0.33,0.6666666666666666,2.0,1.5,1.0,2.0,0.0,0.33,0.33,1596.7,1742.7,-146.0,0.30144137358197703,29,21,-8,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.14,1.19,-0.050000000000000044,1.13,1.01,0.11999999999999988,55.2,53.7,26.4,24.2,168.1,259.3,-91.20000000000002,40.3,52.0,-11.700000000000003,2000
2000-01-24 03:55:18.341335476,Czechia,Germany,2,1,Friendly,False,1441.9,1858.1,50,400.0,6928.0,1,4,1,0,0,0,H,0,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.33,0.33,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.33,0.33,1441.9,1858.1,-416.1999999999998,0.08349048397350285,40,11,-29,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.07,1.48,-0.4099999999999999,1.21,0.83,0.38,52.6,59.8,25.9,26.1,108.8,298.6,-189.8,33.3,52.1,-18.800000000000004,2000
2000-01-24 12:43:49.274540400,Spain,Belgium,2,0,Friendly,False,1950.1,1758.0,50,116.0,6789.0,14,23,1,0,0,0,H,0,0.5,1.2,1.2,1.0,3.0,0.0,0.33,0.33,0.5,1.2,1.2,1.0,3.0,0.0,0.33,0.33,1950.1,1758.0,192.0999999999999,0.7513483536356721,2,11,9,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.77,1.42,0.3500000000000001,0.61,0.83,-0.21999999999999997,57.3,58.4,28.9,26.8,409.4,323.4,86.0,57.6,54.6,3.0,2000
2000-01-25 11:40:32.319605877,Cuba,Canada,1,1,Friendly,False,1253.7,1562.9,50,333.0,10125.0,12,14,1,0,0,0,D,1,0.0,0.0,6.0,0.6666666666666666,1.0,0.6666666666666666,0.33,0.33,0.0,0.0,6.0,0.6666666666666666,1.0,0.6666666666666666,0.33,0.33,1253.7,1562.9,-309.20000000000005,0.1443156952888287,58,33,-25,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.76,1.14,-0.3799999999999999,1.37,1.13,0.2400000000000002,46.0,54.8,25.3,27.6,17.5,162.4,-144.9,35.8,52.2,-16.400000000000006,2000
2000-01-26 16:59:54.599303760,Scotland,Panama,1,0,Friendly,False,1511.5,1266.1,50,428.0,7281.0,21,14,1,0,0,0,H,0,0.0,2.0,4.0,0.5,1.2,1.2,0.33,0.33,0.0,2.0,4.0,0.5,1.2,1.2,0.33,0.33,1511.5,1266.1,245.4000000000001,0.8041813699868625,34,52,18,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.01,0.76,0.25,1.16,1.3,-0.14000000000000012,51.9,46.9,29.3,25.9,100.1,26.9,73.19999999999999,50.8,32.7,18.099999999999994,2000
2000-01-27 06:56:48.121795643,Indonesia,Ecuador,2,1,Friendly,False,1353.0,1733.0,50,93.0,3148.0,8,14,1,0,0,0,H,0,0.0,0.0,1.0,0.5,1.2,1.2,0.33,0.33,0.0,0.0,1.0,0.5,1.2,1.2,0.33,0.33,1353.0,1733.0,-380.0,0.10088262835672335,42,25,-17,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.8,1.16,-0.3599999999999999,1.34,1.15,0.19000000000000017,47.1,56.7,27.2,27.6,66.9,186.3,-119.4,42.8,40.2,2.5999999999999943,2000
2000-01-28 06:22:59.821508161,Haiti,Saudi Arabia,1,0,Friendly,False,1205.1,1512.1,50,1.0,2760.0,9,16,1,0,0,0,H,0,1.0,1.0,0.0,0.16666666666666666,0.5,1.0,0.33,0.33,1.0,1.0,0.0,0.16666666666666666,0.5,1.0,0.33,0.33,1205.1,1512.1,-307.0,0.1458866380543756,50,34,-16,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.82,1.03,-0.21000000000000008,1.32,1.19,0.13000000000000012,48.3,52.9,27.8,26.5,47.5,97.8,-50.3,34.4,37.5,-3.1000000000000014,2000
2000-01-29 17:51:47.162307282,Iran,Indonesia,2,0,Friendly,False,1621.0,1371.0,50,0.0,4628.0,14,2,1,0,0,0,H,0,0.5,1.2,1.2,0.5,1.0,1.0,0.33,0.33,0.5,1.2,1.2,0.5,1.0,1.0,0.33,0.33,1621.0,1371.0,250.0,0.8083176725494586,17,42,25,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.01,0.8,0.20999999999999996,1.21,1.34,-0.13000000000000012,53.2,47.1,25.9,27.2,178.9,66.9,112.0,47.6,42.8,4.800000000000004,2000
2000-01-30 01:38:16.954606513,South Korea,Slovakia,1,2,Friendly,False,1720.6,1504.0,50,357.0,11754.0,24,14,1,0,0,0,A,2,1.0,2.0,0.0,0.5,1.2,1.2,0.33,0.33,1.0,2.0,0.0,0.5,1.2,1.2,0.33,0.33,1720.6,1504.0,216.5999999999999,0.7767540749807821,26,40,14,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.12,1.07,0.050000000000000044,1.13,1.14,-0.010000000000000009,53.6,52.1,25.4,26.4,189.6,88.9,100.69999999999999,50.9,44.0,6.899999999999999,2000
2000-01-31 11:02:43.936498259,Colombia,Slovakia,4,1,Friendly,False,1753.1,1552.6,50,196.0,3590.0,18,1,1,0,0,0,H,0,0.3333333333333333,3.0,3.0,1.0,2.0,1.0,0.33,0.33,0.3333333333333333,3.0,3.0,1.0,2.0,1.0,0.33,0.33,1753.1,1552.6,200.5,0.7602719017947178,13,40,27,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.26,1.07,0.18999999999999995,1.04,1.14,-0.09999999999999987,55.2,52.1,23.9,26.4,287.5,88.9,198.6,40.8,44.0,-3.200000000000003,2000
2000-02-01 21:03:14.769020661,Honduras,Canada,0,0,Friendly,False,1225.8,1585.6,50,288.0,10739.0,16,7,1,0,0,0,D,1,0.0,0.0,1.5,0.5833333333333334,1.0,0.75,0.33,0.33,0.0,0.0,1.5,0.5833333333333334,1.0,0.75,0.33,0.33,1225.8,1585.6,-359.79999999999995,0.11193015920826802,49,34,-15,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.81,1.14,-0.32999999999999985,1.32,1.13,0.19000000000000017,49.4,54.8,26.5,27.6,55.4,162.4,-107.0,47.8,52.2,-4.400000000000006,2000
2000-02-01 22:16:42.532594195,Croatia,Mexico,1,1,Friendly,False,1804.5,1759.8,50,169.0,11047.0,19,14,1,0,0,0,D,1,1.0,1.0,0.0,0.5,1.2,1.2,0.33,0.33,1.0,1.0,0.0,0.5,1.2,1.2,0.33,0.33,1804.5,1759.8,44.700000000000045,0.5639758707626868,15,17,2,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.25,1.31,-0.06000000000000005,1.06,1.09,-0.030000000000000027,54.6,56.0,26.5,27.3,290.8,258.7,32.10000000000002,50.6,41.7,8.899999999999999,2000
2000-02-03 01:32:39.607503931,South Africa,Cabo Verde,1,3,Friendly,False,1445.3,1507.7,50,394.0,2848.0,11,14,1,0,0,0,A,2,1.0,3.0,0.0,0.5,1.2,1.2,0.33,0.33,1.0,3.0,0.0,0.5,1.2,1.2,0.33,0.33,1445.3,1507.7,-62.40000000000009,0.41115244438913784,44,33,-11,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.91,0.95,-0.039999999999999925,1.27,1.31,-0.040000000000000036,50.1,47.4,24.8,26.1,100.6,81.7,18.89999999999999,37.0,38.9,-1.8999999999999986,2000
2000-02-03 04:31:12.629080743,Jordan,Bolivia,1,0,Friendly,False,1518.9,1405.2,50,243.0,5305.0,20,14,1,0,0,0,H,0,0.16666666666666666,0.5,1.0,0.5,1.2,1.2,0.33,0.33,0.16666666666666666,0.5,1.0,0.5,1.2,1.2,0.33,0.33,1518.9,1405.2,113.70000000000005,0.6580260178316383,35,46,11,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.91,0.84,0.07000000000000006,1.29,1.3,-0.010000000000000009,51.2,52.9,26.6,26.0,87.5,87.4,0.09999999999999432,43.9,40.5,3.3999999999999986,2000
2000-02-04 08:09:23.945281920,Iran,Qatar,2,0,Friendly,False,1618.5,1252.6,50,477.0,11405.0,5,24,1,0,0,0,H,0,1.0,2.0,0.0,0.5,1.0,1.0,0.33,0.33,1.0,2.0,0.0,0.5,1.0,1.0,0.33,0.33,1618.5,1252.6,365.9000000000001,0.8915130043124795,20,52,32,0.5111229220413707,0.2579050770888828,0.2291307337044784,1.01,0.79,0.21999999999999997,1.21,1.36,-0.15000000000000013,53.2,48.6,25.9,25.8,178.9,42.1,136.8,47.6,38.1,9.5,2000
2000-02-04 14:28:52.713222173,Haiti,Germany,0,3,Friendly,False,1262.3,1827.0,50,271.0,2264.0,7,11,1,0,0,0,A,2,1.0,1.0,0.0,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.33,0.33,1.0,1.0,0.0,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.33,0.33,1262.3,1827.0,-564.7,0.03730265751866545,53,10,-43,0.5111229220413707,0.2579050770888828,0.2291307337044784,0.82,1.48,-0.66,1.32,0.83,0.4900000000000001,48.3,59.8,27.8,26.1,47.5,298.6,-251.10000000000002,34.4,52.1,-17.700000000000003,2000
