date,home_team,away_team,home_score,away_score,tournament,neutral,home_elo,away_elo,venue_altitude_m,home_travel_km,away_travel_km,home_rest_days,away_rest_days
2000-02-17 08:05:36.709697643,Senegal,South Africa,0,0,FIFA World Cup qualification,False,1681.7,1471.2,50,160.0,4782.0,10,10
2000-02-19 04:56:29.452118399,Venezuela,Tunisia,1,1,FIFA World Cup qualification,False,1364.6,1502.2,50,220.0,1653.0,14,5
2000-02-19 12:49:13.569505314,Portugal,DR Congo,2,0,FIFA World Cup qualification,False,1861.4,1401.4,50,270.0,6466.0,40,26
2000-02-19 22:48:11.292681241,Colombia,DR Congo,3,0,FIFA World Cup qualification,False,1833.6,1418.2,50,445.0,2804.0,19,0
2000-02-20 07:13:33.989214548,Chile,Scotland,2,2,FIFA World Cup qualification,False,1478.6,1511.1,50,464.0,7673.0,4,9
2000-02-20 13:07:44.036183810,DR Congo,United States,1,1,FIFA World Cup qualification,False,1331.1,1804.2,50,108.0,10837.0,0,8
2000-02-21 11:11:38.607959800,Honduras,Uruguay,1,1,UEFA Euro,True,1310.4,1790.2,1279,6941.0,3260.0,8,14
2000-02-21 13:28:51.302162504,Turkey,Panama,0,0,UEFA Euro,True,1688.1,1307.1,674,4345.0,5009.0,14,25
2000-02-21 23:20:36.225049063,Uzbekistan,Germany,0,4,UEFA Euro,True,1578.7,1876.5,599,3906.0,3406.0,8,11
2000-02-22 02:49:38.757567720,Kenya,Japan,1,3,UEFA Euro,True,1277.5,1735.5,1397,6479.0,11802.0,9,10
2000-02-22 05:44:22.446118745,Japan,Croatia,0,0,Copa América,True,1759.7,1809.2,1169,5297.0,6232.0,0,20
2000-02-23 04:08:04.253697280,Cabo Verde,Austria,0,0,Copa América,True,1463.6,1762.7,1988,11259.0,986.0,8,34
2000-02-23 13:15:40.136367270,Jordan,Germany,1,2,Copa América,True,1473.0,1870.2,266,3414.0,10415.0,20,1
2000-02-24 10:05:42.706043533,Kenya,France,1,2,Copa América,True,1363.1,1959.1,156,10349.0,4557.0,2,14
2000-02-25 13:14:36.842660843,Curaçao,Peru,2,1,AFC Asian Cup,True,1253.3,1654.4,1310,675.0,8657.0,33,15
2000-02-27 12:40:08.855230453,Jordan,Peru,0,2,AFC Asian Cup,True,1426.5,1553.5,673,8175.0,8519.0,3,1
2000-02-27 19:59:56.756688337,Costa Rica,Netherlands,0,3,AFC Asian Cup,True,1326.3,1991.9,2199,3308.0,2856.0,22,17
2000-02-27 20:29:00.896448142,Norway,Netherlands,0,1,Africa Cup of Nations,True,1721.1,1833.7,789,5131.0,9031.0,42,0
2000-03-01 01:24:44.656288795,Algeria,Curaçao,2,1,Africa Cup of Nations,True,1426.4,1270.4,795,8892.0,971.0,14,4
2000-03-01 09:55:08.194014997,Germany,Qatar,1,0,Africa Cup of Nations,True,1937.1,1192.4,1368,6522.0,2714.0,6,15
2000-03-04 18:33:14.666299673,Trinidad and Tobago,Croatia,0,3,Africa Cup of Nations,True,1224.3,1775.8,1697,1169.0,11267.0,48,11
2000-03-05 09:33:13.067838076,South Korea,Australia,2,2,CONCACAF Gold Cup,True,1671.1,1581.8,213,4728.0,3543.0,18,54
2000-03-06 07:31:34.416367180,Paraguay,South Korea,1,0,CONCACAF Gold Cup,True,1589.2,1682.9,2233,9240.0,4196.0,55,0
2000-03-07 10:24:11.239644060,Scotland,Mexico,0,3,CONCACAF Gold Cup,True,1513.2,1777.9,117,8513.0,6172.0,16,34
2000-03-08 06:46:50.004292279,Slovakia,Bosnia and Herzegovina,2,0,UEFA Nations League,False,1506.5,1269.0,50,330.0,6352.0,36,14
2000-03-09 02:19:24.692997167,Australia,England,2,0,UEFA Nations League,False,1653.3,1910.0,50,131.0,4639.0,3,27
2000-03-10 10:59:37.849212451,Turkey,Uzbekistan,0,2,UEFA Nations League,False,1621.9,1621.0,50,382.0,950.0,17,17
2000-03-10 21:53:26.611199448,Costa Rica,South Korea,0,1,UEFA Nations League,False,1351.6,1681.1,50,179.0,3792.0,12,4
2000-03-11 19:21:01.969957549,Peru,Norway,0,3,UEFA Nations League,False,1597.0,1742.2,50,183.0,5078.0,13,12
2000-03-11 21:02:04.297644922,Iran,Japan,1,2,Confederations Cup,True,1606.8,1689.6,1574,11723.0,11040.0,36,18
2000-03-12 01:24:17.080979575,Venezuela,Costa Rica,1,0,Confederations Cup,True,1381.9,1400.0,365,7227.0,3498.0,21,1
2000-03-12 06:52:58.091704271,Panama,Croatia,0,3,Confederations Cup,True,1261.6,1796.2,2188,11520.0,4929.0,19,7
2000-03-13 07:25:17.584103672,Scotland,New Zealand,1,0,Confederations Cup,True,1470.6,1275.0,656,10501.0,11622.0,5,50
2000-03-15 16:23:39.429885843,Argentina,Iran,0,2,Friendly,False,2063.3,1618.6,50,205.0,4905.0,14,3
2000-03-15 23:53:10.574888071,Austria,Australia,1,4,Friendly,False,1691.1,1703.4,50,221.0,4463.0,21,6
2000-03-16 11:45:53.463466777,Trinidad and Tobago,New Zealand,0,1,Friendly,False,1176.7,1313.8,50,270.0,1714.0,11,3
2000-03-18 07:01:23.439581380,Ghana,Brazil,0,3,Friendly,False,1506.8,1928.1,50,391.0,2444.0,32,56
2000-03-21 08:24:50.567525548,Slovakia,Cuba,1,1,Friendly,False,1501.9,1219.8,50,169.0,6642.0,13,55
2000-03-21 12:49:22.613205181,Norway,Australia,0,2,Friendly,False,1793.3,1746.9,50,420.0,8616.0,9,5
2000-03-21 18:15:43.568244853,Bosnia and Herzegovina,Kenya,0,1,Friendly,False,1259.8,1328.9,50,224.0,1665.0,13,26
2000-03-22 17:06:13.656899923,Trinidad and Tobago,Colombia,2,3,Friendly,False,1225.8,1793.0,50,344.0,4923.0,6,31
2000-03-22 19:54:26.531318318,Scotland,Peru,1,0,Friendly,False,1458.5,1578.8,50,63.0,814.0,9,11
2000-03-23 11:01:36.567515459,Bosnia and Herzegovina,England,2,2,Friendly,False,1221.7,1858.2,50,295.0,9521.0,1,14
2000-03-23 18:06:51.766386908,Australia,Portugal,3,2,Friendly,False,1713.0,1918.6,50,415.0,11053.0,2,33
2000-03-24 19:00:28.751564297,Croatia,England,0,3,Friendly,False,1778.9,1898.0,50,46.0,795.0,12,1
2000-03-25 07:49:53.638308335,Indonesia,Ghana,0,1,Friendly,False,1296.5,1519.2,50,36.0,2528.0,42,7
2000-03-25 21:03:25.794554755,Nigeria,Cabo Verde,1,0,Friendly,False,1600.1,1447.7,50,341.0,4869.0,61,31
2000-03-28 17:35:13.729073027,New Zealand,Curaçao,0,0,Friendly,False,1341.1,1188.0,50,465.0,8549.0,12,27
2000-03-28 22:20:28.738180795,Peru,Iran,1,2,Friendly,False,1599.7,1612.9,50,282.0,723.0,6,13
2000-03-29 03:56:54.872009113,Algeria,Paraguay,0,1,Friendly,False,1450.3,1591.1,50,404.0,5343.0,28,22
2000-03-29 15:23:11.670491723,Brazil,Uzbekistan,2,1,Friendly,False,1898.0,1549.6,50,128.0,965.0,11,19
2000-03-30 14:26:24.249307519,Austria,Switzerland,1,0,Friendly,False,1758.0,1650.0,50,75.0,9339.0,14,74
2000-04-01 18:14:54.975032278,Peru,Trinidad and Tobago,0,0,Friendly,False,1514.1,1151.7,50,260.0,4197.0,3,10
2000-04-05 15:39:51.896392095,South Africa,Netherlands,0,3,Friendly,False,1427.9,1936.9,50,244.0,6737.0,48,37
2000-04-05 23:20:40.892861564,France,United States,0,0,Friendly,False,2026.7,1816.6,50,293.0,1989.0,41,45
2000-04-06 04:30:59.390884245,Iraq,Cuba,1,0,Friendly,False,1443.0,1206.1,50,487.0,3367.0,90,15
2000-04-06 06:23:33.206791286,Argentina,Jordan,3,1,Friendly,False,1972.3,1452.3,50,176.0,6652.0,21,38
2000-04-06 14:00:10.521625489,Uzbekistan,Haiti,3,0,Friendly,False,1538.7,1230.1,50,437.0,2573.0,7,61
2000-04-07 06:57:31.006211470,England,Czechia,2,1,Friendly,False,1913.2,1426.8,50,123.0,11787.0,13,74
2000-04-08 17:46:08.135641467,Indonesia,Paraguay,1,0,Friendly,False,1304.8,1622.6,50,74.0,2396.0,14,10
2000-04-09 18:33:16.719308874,Chile,Panama,0,0,Friendly,False,1362.2,1209.8,50,432.0,10898.0,49,28
2000-04-10 12:26:33.724015627,Qatar,Bolivia,0,1,Friendly,False,1197.9,1392.3,50,104.0,8133.0,40,58
2000-04-11 20:52:23.521931502,Saudi Arabia,Haiti,0,0,Friendly,False,1394.3,1286.5,50,156.0,6197.0,63,5
2000-04-12 02:48:54.921298412,Costa Rica,Paraguay,0,0,Friendly,False,1318.2,1544.3,50,59.0,9805.0,31,3
2000-04-12 17:02:25.452434405,Slovakia,Spain,1,3,Friendly,False,1545.3,1947.8,50,364.0,5555.0,22,64
2000-04-13 20:04:00.048016970,Bolivia,Norway,0,3,Friendly,False,1424.2,1796.9,50,195.0,1933.0,3,23
2000-04-14 14:44:33.228726785,France,Japan,8,0,Friendly,False,1877.4,1703.4,50,318.0,10845.0,8,33
2000-04-14 14:44:43.575729051,Senegal,Argentina,1,5,Friendly,False,1669.5,1970.6,50,198.0,4293.0,57,8
2000-04-16 05:30:20.791841774,United States,Argentina,0,2,Friendly,False,1715.6,1976.7,50,42.0,7663.0,10,1
2000-04-18 12:44:19.675287613,Tunisia,South Africa,1,0,Friendly,False,1580.4,1480.6,50,29.0,5050.0,59,12
2000-04-19 20:33:22.845502816,Brazil,Croatia,4,0,Friendly,False,1907.9,1817.0,50,499.0,9173.0,21,26
2000-04-22 03:20:18.356452335,Cabo Verde,Saudi Arabia,0,1,Friendly,False,1387.2,1537.7,50,460.0,10779.0,27,10
2000-04-22 15:44:44.108802120,Algeria,United States,0,0,Friendly,False,1516.8,1693.1,50,179.0,6699.0,24,6
2000-04-23 08:13:12.242276630,Portugal,Switzerland,8,2,Friendly,False,1919.1,1693.4,50,177.0,5532.0,30,23
2000-04-24 10:40:04.039613147,Senegal,England,0,0,Friendly,False,1693.7,1979.7,50,261.0,3068.0,9,17
2000-04-25 06:57:35.581454731,Ecuador,England,1,2,Friendly,False,1697.1,1876.1,50,50.0,7758.0,89,0
2000-04-25 23:57:10.296936486,Cuba,Uzbekistan,2,3,Friendly,False,1224.8,1545.3,50,158.0,4461.0,19,19
2000-04-26 06:50:10.379009789,Australia,Peru,1,3,Friendly,False,1641.1,1571.4,50,318.0,10709.0,33,24
2000-04-26 09:22:27.020089830,Japan,Croatia,0,1,FIFA World Cup,True,1771.7,1895.9,2197,6149.0,11294.0,11,6
2000-04-26 19:49:52.769122133,Iran,Ivory Coast,1,1,FIFA World Cup,True,1559.4,1479.5,680,7696.0,9719.0,28,14
2000-04-27 03:27:40.401474567,South Africa,South Korea,1,1,FIFA World Cup,True,1520.6,1721.8,889,9687.0,6667.0,8,47
2000-04-27 17:22:28.704956036,Chile,Mexico,0,4,FIFA World Cup,True,1408.4,1762.0,792,6485.0,3218.0,17,51
2000-04-28 08:58:25.462893655,Egypt,Switzerland,1,3,FIFA World Cup,True,1517.3,1737.5,1290,10718.0,4480.0,14,5
2000-04-28 09:56:06.224331383,Ghana,New Zealand,1,0,FIFA World Cup,True,1495.9,1298.8,2222,10731.0,698.0,34,30
2000-04-28 13:05:47.264432617,Sweden,Belgium,1,2,FIFA World Cup,True,1757.0,1845.9,975,5895.0,608.0,73,80
2000-04-29 00:49:27.935627394,Norway,Colombia,1,0,FIFA World Cup,True,1802.9,1793.4,516,10551.0,2863.0,15,37
2000-05-01 23:42:41.151177091,England,Sweden,2,1,FIFA World Cup qualification,False,1925.1,1744.9,50,417.0,4986.0,6,3
2000-05-02 17:52:36.841713235,United States,New Zealand,1,0,FIFA World Cup qualification,False,1783.1,1305.9,50,214.0,8639.0,10,4
2000-05-03 03:21:27.908873511,Indonesia,New Zealand,0,0,FIFA World Cup qualification,False,1433.2,1320.6,50,257.0,3964.0,24,0
2000-05-03 09:14:10.088509428,South Africa,Switzerland,1,0,FIFA World Cup qualification,False,1420.5,1713.4,50,324.0,6477.0,6,5
2000-05-06 23:33:45.456133852,Sweden,Paraguay,2,2,FIFA World Cup qualification,False,1733.2,1578.4,50,253.0,5289.0,4,24
2000-05-09 21:25:03.880373819,Croatia,Tunisia,1,0,FIFA World Cup qualification,False,1772.0,1624.0,50,117.0,9254.0,13,21
2000-05-10 19:54:51.771366941,Peru,Sweden,0,1,FIFA World Cup qualification,False,1519.9,1693.6,50,174.0,6092.0,14,3
2000-05-11 07:12:32.472624711,Germany,France,1,2,FIFA World Cup qualification,False,1864.3,1996.7,50,112.0,7602.0,70,26
2000-05-11 11:56:02.068984357,Indonesia,South Korea,0,0,FIFA World Cup qualification,False,1342.3,1630.9,50,288.0,7848.0,8,14
2000-05-12 08:08:08.569859884,Spain,Canada,2,0,FIFA World Cup qualification,False,1893.1,1563.6,50,247.0,3635.0,29,90
2000-05-12 16:26:19.126843130,Jordan,Venezuela,2,0,FIFA World Cup qualification,False,1550.2,1350.0,50,439.0,11061.0,36,61
2000-05-13 10:53:30.090261628,Bosnia and Herzegovina,Trinidad and Tobago,1,1,FIFA World Cup qualification,False,1321.7,1232.4,50,442.0,4268.0,50,41
2000-05-13 20:13:33.885619698,Jordan,DR Congo,0,2,FIFA World Cup qualification,False,1499.8,1381.2,50,10.0,7023.0,1,83
2000-05-13 23:26:33.633516095,South Korea,Netherlands,0,2,FIFA World Cup qualification,False,1688.2,1890.4,50,123.0,7871.0,2,38
2000-05-14 03:04:59.729887603,Senegal,Canada,1,0,FIFA World Cup qualification,False,1664.8,1662.5,50,34.0,10663.0,19,1
2000-05-14 03:30:10.541719839,Cabo Verde,Senegal,0,0,FIFA World Cup qualification,False,1398.8,1770.8,50,217.0,2633.0,22,0
2000-05-14 23:12:22.651845193,Senegal,Nigeria,0,2,FIFA World Cup qualification,False,1773.8,1666.4,50,39.0,11807.0,0,50
2000-05-17 01:44:57.453180953,DR Congo,Iraq,0,1,FIFA World Cup qualification,False,1359.4,1517.2,50,59.0,1602.0,3,40
2000-05-17 08:25:46.467292944,Canada,Cuba,4,0,FIFA World Cup qualification,False,1606.4,1201.8,50,497.0,983.0,3,21
2000-05-19 10:16:43.603371771,Czechia,Indonesia,2,1,FIFA World Cup qualification,False,1561.5,1417.0,50,402.0,2214.0,42,7
2000-05-20 01:00:07.698961591,Trinidad and Tobago,Chile,1,2,UEFA Euro,True,1132.7,1363.8,2078,2988.0,1156.0,6,22
2000-05-21 20:11:21.614607940,Qatar,Uzbekistan,1,0,UEFA Euro,True,1176.4,1530.6,972,10704.0,9147.0,41,25
2000-05-22 00:53:12.579242493,Ivory Coast,Canada,2,1,UEFA Euro,True,1538.4,1575.5,2059,11688.0,11176.0,25,4
2000-05-22 05:00:01.783344709,Switzerland,Venezuela,1,2,UEFA Euro,True,1668.9,1424.3,1415,659.0,6266.0,18,9
2000-05-24 05:53:08.222811314,Honduras,Peru,0,1,Copa América,True,1273.0,1556.9,2257,11427.0,1304.0,92,13
2000-05-26 04:57:33.307681371,Germany,Brazil,1,2,Copa América,True,1846.7,1887.5,908,5747.0,2617.0,14,36
2000-05-27 02:43:16.715947994,Algeria,Kenya,0,0,Copa América,True,1403.7,1286.6,371,10279.0,2683.0,34,66
2000-05-27 22:54:13.904969881,Curaçao,Australia,1,3,Copa América,True,1298.4,1729.1,971,6096.0,6658.0,60,31
2000-05-28 23:15:00.784706787,Croatia,Algeria,5,0,AFC Asian Cup,True,1820.3,1370.6,813,5785.0,2174.0,19,1
2000-05-29 22:03:23.037410364,Switzerland,Jordan,1,0,AFC Asian Cup,True,1641.4,1412.4,965,10130.0,9271.0,7,16
2000-05-30 01:37:17.105778716,Uruguay,Trinidad and Tobago,1,0,AFC Asian Cup,True,1770.1,1278.9,238,7653.0,6937.0,98,10
2000-05-30 02:08:57.505301811,South Korea,Honduras,1,0,Africa Cup of Nations,True,1710.8,1323.9,2196,4358.0,9055.0,16,5
2000-05-31 03:23:20.860664281,Trinidad and Tobago,Iran,0,1,Africa Cup of Nations,True,1226.5,1641.6,2181,2700.0,6407.0,1,34
2000-05-31 09:20:44.196953752,Uzbekistan,England,0,1,Africa Cup of Nations,True,1685.2,1927.9,252,2810.0,6640.0,9,29
2000-06-02 18:56:32.111463466,Jordan,Ecuador,0,3,Africa Cup of Nations,True,1491.9,1671.1,448,4733.0,1791.0,3,38
2000-06-03 02:59:09.320188661,Morocco,United States,0,1,CONCACAF Gold Cup,True,1821.5,1697.4,821,1176.0,6197.0,112,31
2000-06-03 09:03:37.342764444,Chile,Colombia,1,3,CONCACAF Gold Cup,True,1339.1,1724.1,1603,4857.0,7595.0,14,35
2000-06-03 13:10:45.228690592,Curaçao,Chile,0,3,CONCACAF Gold Cup,True,1273.6,1399.9,1749,3575.0,4781.0,6,0
2000-06-05 12:21:34.000799734,Iraq,Saudi Arabia,3,1,UEFA Nations League,False,1562.2,1495.5,50,122.0,676.0,19,44
2000-06-05 14:25:25.989752453,Slovakia,Algeria,3,0,UEFA Nations League,False,1568.4,1455.3,50,431.0,7606.0,53,7
2000-06-06 10:36:11.417978984,Chile,Uzbekistan,0,2,UEFA Nations League,False,1420.8,1588.4,50,242.0,10262.0,2,6
2000-06-07 07:37:51.784268817,Netherlands,Nigeria,4,0,UEFA Nations League,False,1964.7,1666.6,50,349.0,1097.0,24,23
2000-06-08 18:41:55.894112823,South Korea,Czechia,3,2,UEFA Nations League,False,1675.0,1400.8,50,203.0,2928.0,9,20
2000-06-08 18:44:38.146866189,Mexico,Czechia,2,0,Confederations Cup,True,1753.6,1488.1,940,3431.0,7372.0,42,0
2000-06-13 04:08:50.244559484,Belgium,South Africa,1,0,Confederations Cup,True,1822.4,1430.3,2213,8739.0,3059.0,45,40
2000-06-13 05:08:57.970416225,Tunisia,Honduras,0,0,Confederations Cup,True,1511.8,1296.2,307,6259.0,11274.0,34,14
2000-06-13 17:38:14.570623478,Peru,Netherlands,0,5,Confederations Cup,True,1517.7,1926.8,610,11450.0,8423.0,20,6
2000-06-14 11:14:21.171820233,Ghana,Austria,1,1,Friendly,False,1516.5,1679.0,50,15.0,1433.0,47,75
2000-06-15 20:15:05.603916518,United States,Cabo Verde,1,0,Friendly,False,1780.9,1428.2,50,261.0,6720.0,12,32
2000-06-15 21:10:24.856545464,Bosnia and Herzegovina,Spain,2,2,Friendly,False,1230.5,1984.1,50,88.0,10709.0,33,34
2000-06-16 14:28:37.202098448,Egypt,Bosnia and Herzegovina,1,1,Friendly,False,1608.3,1195.5,50,80.0,8124.0,49,0
2000-06-16 18:47:09.114014444,Uzbekistan,Australia,0,1,Friendly,False,1561.8,1565.4,50,251.0,7171.0,10,19
2000-06-18 02:47:28.782412129,Mexico,Argentina,2,3,Friendly,False,1768.2,2023.8,50,97.0,2294.0,9,62
2000-06-18 09:04:27.895769164,Germany,South Africa,5,0,Friendly,False,1900.7,1445.8,50,169.0,4682.0,23,5
